"source","target","weight","type"
"feel","counter",15,"undirected"
"think","counter",33,"undirected"
"look","counter",47,"undirected"
"mind","counter",5,"undirected"
"think","counterman",1,"undirected"
"look","counterman",2,"undirected"
"think","doubledoubl",1,"undirected"
"look","doubledoubl",1,"undirected"
"see","duck",38,"undirected"
"feel","duck",10,"undirected"
"think","duck",23,"undirected"
"look","duck",33,"undirected"
"mind","duck",2,"undirected"
"see","gave",179,"undirected"
"feel","gave",139,"undirected"
"think","gave",189,"undirected"
"look","gave",538,"undirected"
"mind","gave",32,"undirected"
"see","hard",225,"undirected"
"feel","hard",213,"undirected"
"think","hard",230,"undirected"
"look","hard",269,"undirected"
"mind","hard",29,"undirected"
"see","restroom",5,"undirected"
"feel","restroom",2,"undirected"
"think","restroom",3,"undirected"
"look","restroom",3,"undirected"
"see","roll",92,"undirected"
"feel","roll",90,"undirected"
"think","roll",87,"undirected"
"look","roll",126,"undirected"
"mind","roll",20,"undirected"
"see","smell",70,"undirected"
"feel","smell",104,"undirected"
"think","smell",66,"undirected"
"look","smell",89,"undirected"
"mind","smell",21,"undirected"
"see","tobacco",3,"undirected"
"feel","tobacco",4,"undirected"
"think","tobacco",3,"undirected"
"look","tobacco",4,"undirected"
"see","hand",910,"undirected"
"feel","hand",957,"undirected"
"think","hand",708,"undirected"
"look","hand",1373,"undirected"
"mind","hand",137,"undirected"
"think","kaitlin",1,"undirected"
"see","ll",266,"undirected"
"feel","ll",83,"undirected"
"think","ll",309,"undirected"
"look","ll",253,"undirected"
"mind","ll",41,"undirected"
"see","okay",69,"undirected"
"feel","okay",56,"undirected"
"think","okay",107,"undirected"
"look","okay",110,"undirected"
"mind","okay",16,"undirected"
"see","raw",9,"undirected"
"feel","raw",25,"undirected"
"think","raw",10,"undirected"
"look","raw",11,"undirected"
"mind","raw",2,"undirected"
"see","realiz",294,"undirected"
"feel","realiz",229,"undirected"
"think","realiz",292,"undirected"
"look","realiz",333,"undirected"
"mind","realiz",83,"undirected"
"see","sore",5,"undirected"
"feel","sore",17,"undirected"
"think","sore",11,"undirected"
"look","sore",9,"undirected"
"mind","sore",2,"undirected"
"see","throat",76,"undirected"
"feel","throat",126,"undirected"
"think","throat",63,"undirected"
"look","throat",77,"undirected"
"mind","throat",10,"undirected"
"see","feel",335,"undirected"
"feel","feel",660,"undirected"
"think","feel",370,"undirected"
"look","feel",366,"undirected"
"mind","feel",166,"undirected"
"see","ago",80,"undirected"
"feel","ago",70,"undirected"
"think","ago",97,"undirected"
"look","ago",76,"undirected"
"mind","ago",18,"undirected"
"see","cheer",22,"undirected"
"feel","cheer",15,"undirected"
"think","cheer",20,"undirected"
"look","cheer",39,"undirected"
"mind","cheer",2,"undirected"
"see","convers",41,"undirected"
"feel","convers",49,"undirected"
"think","convers",60,"undirected"
"look","convers",63,"undirected"
"mind","convers",20,"undirected"
"see","juli",13,"undirected"
"feel","juli",14,"undirected"
"think","juli",20,"undirected"
"look","juli",15,"undirected"
"mind","juli",10,"undirected"
"see","serv",23,"undirected"
"feel","serv",13,"undirected"
"think","serv",23,"undirected"
"look","serv",15,"undirected"
"mind","serv",9,"undirected"
"see","tri",596,"undirected"
"feel","tri",522,"undirected"
"think","tri",726,"undirected"
"look","tri",763,"undirected"
"mind","tri",185,"undirected"
"see","call",282,"undirected"
"feel","call",157,"undirected"
"think","call",298,"undirected"
"look","call",328,"undirected"
"mind","call",53,"undirected"
"see","date",12,"undirected"
"feel","date",12,"undirected"
"think","date",29,"undirected"
"look","date",17,"undirected"
"mind","date",5,"undirected"
"see","exot",9,"undirected"
"think","exot",4,"undirected"
"look","exot",8,"undirected"
"see","gossip",4,"undirected"
"feel","gossip",3,"undirected"
"think","gossip",5,"undirected"
"look","gossip",2,"undirected"
"see","keep",153,"undirected"
"feel","keep",145,"undirected"
"think","keep",210,"undirected"
"look","keep",223,"undirected"
"mind","keep",62,"undirected"
"see","million",25,"undirected"
"feel","million",16,"undirected"
"think","million",14,"undirected"
"look","million",12,"undirected"
"mind","million",14,"undirected"
"see","mood",14,"undirected"
"feel","mood",11,"undirected"
"think","mood",16,"undirected"
"look","mood",21,"undirected"
"mind","mood",4,"undirected"
"see","optimist",1,"undirected"
"feel","optimist",6,"undirected"
"think","optimist",2,"undirected"
"look","optimist",2,"undirected"
"mind","optimist",1,"undirected"
"think","pessimist",1,"undirected"
"see","pleasur",26,"undirected"
"feel","pleasur",29,"undirected"
"think","pleasur",14,"undirected"
"look","pleasur",16,"undirected"
"mind","pleasur",3,"undirected"
"see","share",53,"undirected"
"feel","share",44,"undirected"
"think","share",61,"undirected"
"look","share",72,"undirected"
"mind","share",14,"undirected"
"see","somehow",70,"undirected"
"feel","somehow",105,"undirected"
"think","somehow",60,"undirected"
"look","somehow",55,"undirected"
"mind","somehow",22,"undirected"
"see","took",370,"undirected"
"feel","took",326,"undirected"
"think","took",347,"undirected"
"look","took",594,"undirected"
"mind","took",81,"undirected"
"feel","vicari",2,"undirected"
"think","vicari",1,"undirected"
"see","dead",208,"undirected"
"feel","dead",111,"undirected"
"think","dead",183,"undirected"
"look","dead",164,"undirected"
"mind","dead",42,"undirected"
"see","may",36,"undirected"
"feel","may",25,"undirected"
"think","may",82,"undirected"
"look","may",39,"undirected"
"mind","may",9,"undirected"
"see","plan",67,"undirected"
"feel","plan",58,"undirected"
"think","plan",129,"undirected"
"look","plan",78,"undirected"
"mind","plan",25,"undirected"
"see","purpos",22,"undirected"
"feel","purpos",21,"undirected"
"think","purpos",30,"undirected"
"look","purpos",20,"undirected"
"mind","purpos",5,"undirected"
"see","tell",307,"undirected"
"feel","tell",201,"undirected"
"think","tell",342,"undirected"
"look","tell",366,"undirected"
"mind","tell",52,"undirected"
"see","told",310,"undirected"
"feel","told",212,"undirected"
"think","told",413,"undirected"
"look","told",444,"undirected"
"mind","told",75,"undirected"
"see","true",66,"undirected"
"feel","true",52,"undirected"
"think","true",71,"undirected"
"look","true",55,"undirected"
"mind","true",19,"undirected"
"see","yet",182,"undirected"
"feel","yet",178,"undirected"
"think","yet",172,"undirected"
"look","yet",128,"undirected"
"mind","yet",54,"undirected"
"see","griev",3,"undirected"
"feel","griev",5,"undirected"
"think","griev",5,"undirected"
"look","griev",5,"undirected"
"see","need",306,"undirected"
"feel","need",272,"undirected"
"think","need",434,"undirected"
"look","need",325,"undirected"
"mind","need",66,"undirected"
"see","put",235,"undirected"
"feel","put",219,"undirected"
"think","put",288,"undirected"
"look","put",400,"undirected"
"mind","put",75,"undirected"
"see","want",657,"undirected"
"feel","want",541,"undirected"
"think","want",662,"undirected"
"look","want",592,"undirected"
"mind","want",145,"undirected"
"see","away",617,"undirected"
"feel","away",462,"undirected"
"think","away",462,"undirected"
"look","away",938,"undirected"
"mind","away",107,"undirected"
"see","d",1914,"undirected"
"feel","d",1177,"undirected"
"think","d",1814,"undirected"
"look","d",1528,"undirected"
"mind","d",326,"undirected"
"see","gain",19,"undirected"
"feel","gain",9,"undirected"
"think","gain",16,"undirected"
"look","gain",15,"undirected"
"mind","gain",5,"undirected"
"see","just",925,"undirected"
"feel","just",680,"undirected"
"think","just",996,"undirected"
"look","just",1019,"undirected"
"mind","just",206,"undirected"
"see","sure",298,"undirected"
"feel","sure",236,"undirected"
"think","sure",313,"undirected"
"look","sure",378,"undirected"
"mind","sure",58,"undirected"
"see","welcom",32,"undirected"
"feel","welcom",26,"undirected"
"think","welcom",23,"undirected"
"look","welcom",30,"undirected"
"mind","welcom",5,"undirected"
"see","went",347,"undirected"
"feel","went",196,"undirected"
"think","went",247,"undirected"
"look","went",398,"undirected"
"mind","went",58,"undirected"
"see","west",28,"undirected"
"feel","west",13,"undirected"
"think","west",16,"undirected"
"look","west",30,"undirected"
"mind","west",1,"undirected"
"see","bell",19,"undirected"
"feel","bell",6,"undirected"
"think","bell",14,"undirected"
"look","bell",10,"undirected"
"mind","bell",1,"undirected"
"see","complet",79,"undirected"
"feel","complet",67,"undirected"
"think","complet",88,"undirected"
"look","complet",85,"undirected"
"mind","complet",33,"undirected"
"see","echo",24,"undirected"
"feel","echo",31,"undirected"
"think","echo",36,"undirected"
"look","echo",33,"undirected"
"mind","echo",16,"undirected"
"see","line",166,"undirected"
"feel","line",63,"undirected"
"think","line",113,"undirected"
"look","line",166,"undirected"
"mind","line",28,"undirected"
"see","paus",95,"undirected"
"feel","paus",54,"undirected"
"think","paus",154,"undirected"
"look","paus",217,"undirected"
"mind","paus",21,"undirected"
"see","secur",77,"undirected"
"feel","secur",51,"undirected"
"think","secur",41,"undirected"
"look","secur",68,"undirected"
"mind","secur",14,"undirected"
"see","shut",78,"undirected"
"feel","shut",55,"undirected"
"think","shut",85,"undirected"
"look","shut",100,"undirected"
"mind","shut",25,"undirected"
"see","somebodi",19,"undirected"
"feel","somebodi",7,"undirected"
"think","somebodi",21,"undirected"
"look","somebodi",30,"undirected"
"mind","somebodi",2,"undirected"
"see","sound",202,"undirected"
"feel","sound",180,"undirected"
"think","sound",245,"undirected"
"look","sound",237,"undirected"
"mind","sound",60,"undirected"
"see","tomorrow",31,"undirected"
"feel","tomorrow",11,"undirected"
"think","tomorrow",26,"undirected"
"look","tomorrow",25,"undirected"
"mind","tomorrow",5,"undirected"
"see","anoth",331,"undirected"
"feel","anoth",194,"undirected"
"think","anoth",282,"undirected"
"look","anoth",362,"undirected"
"mind","anoth",61,"undirected"
"think","chronolith",2,"undirected"
"look","chronolith",1,"undirected"
"see","disrupt",1,"undirected"
"feel","disrupt",2,"undirected"
"think","disrupt",6,"undirected"
"mind","disrupt",4,"undirected"
"see","drama",4,"undirected"
"think","drama",4,"undirected"
"look","drama",2,"undirected"
"mind","drama",1,"undirected"
"see","end",201,"undirected"
"feel","end",129,"undirected"
"think","end",165,"undirected"
"look","end",197,"undirected"
"mind","end",38,"undirected"
"see","long",315,"undirected"
"feel","long",279,"undirected"
"think","long",345,"undirected"
"look","long",401,"undirected"
"mind","long",71,"undirected"
"see","phone",70,"undirected"
"feel","phone",49,"undirected"
"think","phone",87,"undirected"
"look","phone",124,"undirected"
"mind","phone",20,"undirected"
"see","reach",295,"undirected"
"feel","reach",273,"undirected"
"think","reach",220,"undirected"
"look","reach",323,"undirected"
"mind","reach",63,"undirected"
"see","sake",7,"undirected"
"feel","sake",7,"undirected"
"think","sake",13,"undirected"
"look","sake",11,"undirected"
"mind","sake",2,"undirected"
"see","buy",17,"undirected"
"feel","buy",8,"undirected"
"think","buy",25,"undirected"
"look","buy",18,"undirected"
"mind","buy",3,"undirected"
"see","frank",6,"undirected"
"feel","frank",5,"undirected"
"think","frank",21,"undirected"
"look","frank",25,"undirected"
"mind","frank",3,"undirected"
"see","harbor",8,"undirected"
"feel","harbor",6,"undirected"
"think","harbor",9,"undirected"
"look","harbor",4,"undirected"
"mind","harbor",2,"undirected"
"see","illus",18,"undirected"
"feel","illus",11,"undirected"
"think","illus",12,"undirected"
"look","illus",8,"undirected"
"mind","illus",2,"undirected"
"see","intimid",5,"undirected"
"feel","intimid",11,"undirected"
"think","intimid",5,"undirected"
"look","intimid",5,"undirected"
"mind","intimid",2,"undirected"
"see","live",145,"undirected"
"feel","live",86,"undirected"
"think","live",168,"undirected"
"look","live",130,"undirected"
"mind","live",38,"undirected"
"see","men",193,"undirected"
"feel","men",75,"undirected"
"think","men",108,"undirected"
"look","men",166,"undirected"
"mind","men",27,"undirected"
"see","nearbi",44,"undirected"
"feel","nearbi",11,"undirected"
"think","nearbi",17,"undirected"
"look","nearbi",30,"undirected"
"mind","nearbi",2,"undirected"
"see","neighborhood",7,"undirected"
"feel","neighborhood",5,"undirected"
"think","neighborhood",12,"undirected"
"look","neighborhood",5,"undirected"
"see","somewher",68,"undirected"
"feel","somewher",45,"undirected"
"think","somewher",60,"undirected"
"look","somewher",60,"undirected"
"mind","somewher",16,"undirected"
"see","struck",29,"undirected"
"feel","struck",32,"undirected"
"think","struck",44,"undirected"
"look","struck",36,"undirected"
"mind","struck",9,"undirected"
"see","woman",178,"undirected"
"feel","woman",92,"undirected"
"think","woman",123,"undirected"
"look","woman",241,"undirected"
"mind","woman",24,"undirected"
"see","defiant",7,"undirected"
"feel","defiant",3,"undirected"
"think","defiant",5,"undirected"
"look","defiant",10,"undirected"
"mind","defiant",1,"undirected"
"see","exhal",10,"undirected"
"feel","exhal",19,"undirected"
"think","exhal",4,"undirected"
"look","exhal",23,"undirected"
"mind","exhal",1,"undirected"
"see","go",737,"undirected"
"feel","go",563,"undirected"
"think","go",1001,"undirected"
"look","go",904,"undirected"
"mind","go",157,"undirected"
"see","let",360,"undirected"
"feel","let",267,"undirected"
"think","let",353,"undirected"
"look","let",432,"undirected"
"mind","let",99,"undirected"
"see","noisili",1,"undirected"
"feel","noisili",3,"undirected"
"think","noisili",3,"undirected"
"look","noisili",1,"undirected"
"mind","noisili",1,"undirected"
"see","open",576,"undirected"
"feel","open",307,"undirected"
"think","open",321,"undirected"
"look","open",557,"undirected"
"mind","open",111,"undirected"
"see","pull",330,"undirected"
"feel","pull",301,"undirected"
"think","pull",254,"undirected"
"look","pull",413,"undirected"
"mind","pull",55,"undirected"
"see","reaction",39,"undirected"
"feel","reaction",26,"undirected"
"think","reaction",36,"undirected"
"look","reaction",48,"undirected"
"mind","reaction",2,"undirected"
"see","seem",321,"undirected"
"feel","seem",277,"undirected"
"think","seem",350,"undirected"
"look","seem",460,"undirected"
"mind","seem",92,"undirected"
"see","smile",478,"undirected"
"feel","smile",282,"undirected"
"think","smile",355,"undirected"
"look","smile",800,"undirected"
"mind","smile",79,"undirected"
"see","struggl",74,"undirected"
"feel","struggl",48,"undirected"
"think","struggl",49,"undirected"
"look","struggl",58,"undirected"
"mind","struggl",23,"undirected"
"see","wait",285,"undirected"
"feel","wait",187,"undirected"
